CustomerID,Gender,Age,Annual Income (k$),Spending Score (1-100)
5114,Female,39,81,47
5115,Female,22,132,90
5116,Female,21,52,56
5117,Female,26,145,54
5118,Male,46,126,85
5119,Male,39,147,9
5120,Female,44,68,65
5121,Female,27,48,70
5122,Female,33,53,1
5123,Female,59,126,86
5124,Female,59,102,13
5125,Female,68,62,38
5126,Female,27,63,45
5127,Female,23,48,40
5128,Female,66,114,95
5129,Male,22,149,15
5130,Female,23,32,50
5131,Male,64,84,2
5132,Male,42,128,53
5133,Female,68,48,95
5134,Female,67,65,26
5135,Male,21,119,66
5136,Male,57,107,75
5137,Female,65,83,33
5138,Male,49,103,82
5139,Female,68,117,85
5140,Female,69,97,59
5141,Female,52,25,95
5142,Male,27,50,26
5143,Male,51,96,94
5144,Female,53,52,21
5145,Male,23,103,49
5146,Male,60,15,80
5147,Male,63,118,71
5148,Male,33,79,86
5149,Male,36,15,71
5150,Male,51,139,66
5151,Male,42,74,37
5152,Female,48,39,14
5153,Male,66,105,72
5154,Male,58,64,93
5155,Male,34,106,7
5156,Male,64,46,38
5157,Male,47,47,45
5158,Male,56,40,22
5159,Male,48,56,44
5160,Male,36,75,81
5161,Female,52,55,80
5162,Male,46,144,97
5163,Male,18,113,35
5164,Male,21,112,60
5165,Male,45,45,96
5166,Female,35,129,3
5167,Female,43,62,67
5168,Female,57,16,72
5169,Female,36,115,95
5170,Female,23,142,55
5171,Female,18,73,9
5172,Female,25,134,69
5173,Female,50,52,28
5174,Female,68,121,15
5175,Female,60,35,91
5176,Female,38,56,31
5177,Female,41,24,59
5178,Female,42,147,82
5179,Female,64,47,54
5180,Female,60,83,68
5181,Female,36,94,85
5182,Male,46,115,47
5183,Female,27,43,42
5184,Male,29,148,23
5185,Female,50,67,86
5186,Female,24,138,65
5187,Male,34,56,89
5188,Female,27,61,54
5189,Male,48,25,92
5190,Male,23,97,11
5191,Male,34,123,63
5192,Female,67,41,22
5193,Female,54,76,54
5194,Female,35,145,89
5195,Male,43,117,85
5196,Male,66,58,36
5197,Female,33,107,58
5198,Female,25,44,20
5199,Female,41,133,16
5200,Female,30,43,92
5201,Female,46,44,56
5202,Male,49,118,93
5203,Male,41,124,50
5204,Male,33,46,90
5205,Female,28,65,66
5206,Male,49,50,74
5207,Male,23,69,13
5208,Male,52,50,15
5209,Male,50,70,73
5210,Male,35,50,27
5211,Female,54,103,8
5212,Male,30,76,70
5213,Female,27,123,100
5214,Female,54,101,50
5215,Female,43,78,88
5216,Female,63,71,67
5217,Female,34,127,26
5218,Male,18,84,36
5219,Male,42,34,21
5220,Female,51,68,77
5221,Female,56,15,52
5222,Female,27,104,11
5223,Male,37,127,8
5224,Female,24,27,57
5225,Male,33,124,46
5226,Female,54,105,78
5227,Male,46,109,97
5228,Female,29,57,2
5229,Male,34,88,64
5230,Female,65,28,52
5231,Male,37,113,65
5232,Male,43,123,11
5233,Male,65,110,6
5234,Male,36,72,96
5235,Male,64,110,79
5236,Male,29,52,76
5237,Male,38,78,64
5238,Female,59,23,93
5239,Female,51,135,55
5240,Female,24,46,44
5241,Female,62,25,86
5242,Female,52,119,14
5243,Male,32,96,83
5244,Male,18,51,5
5245,Male,43,96,99
5246,Male,52,26,25
5247,Male,42,18,50
5248,Female,59,57,73
5249,Female,32,65,71
5250,Female,39,19,82
5251,Female,23,148,2
5252,Male,69,101,10
5253,Male,32,120,2
5254,Male,41,70,60
5255,Female,38,124,45
5256,Male,24,82,8
5257,Female,46,110,58
5258,Male,49,58,7
5259,Male,49,104,99
5260,Female,22,56,87
5261,Male,21,87,72
5262,Male,39,25,21
5263,Female,35,72,97
5264,Male,52,142,47
5265,Female,34,35,1
5266,Male,67,35,12
5267,Male,67,86,75
5268,Male,41,143,48
5269,Male,19,116,94
5270,Male,30,27,4
5271,Male,32,87,34
5272,Male,22,20,87
5273,Male,20,126,32
5274,Female,54,31,3
5275,Female,54,87,92
5276,Male,54,26,68
5277,Male,20,100,57
5278,Female,52,136,76
5279,Male,69,84,24
5280,Male,40,122,33
5281,Female,45,66,3
5282,Male,47,51,4
5283,Male,35,131,30
5284,Female,69,17,70
5285,Male,53,22,49
5286,Male,50,61,30
5287,Female,43,78,72
5288,Male,65,56,82
5289,Female,57,57,16
5290,Male,34,139,53
5291,Male,57,28,6
5292,Female,24,105,24
5293,Female,25,146,92
5294,Male,48,16,96
5295,Female,29,129,89
5296,Female,65,15,28
5297,Male,48,89,21
5298,Male,61,79,8
5299,Male,36,139,36
5300,Female,27,149,9
5301,Female,56,80,40
5302,Female,29,86,85
5303,Female,37,130,51
5304,Male,54,135,1
5305,Female,65,61,63
5306,Male,58,104,68
5307,Female,24,54,74
5308,Male,69,56,26
5309,Male,31,49,40
5310,Male,28,55,3
5311,Female,24,99,9
5312,Male,46,138,32
5313,Male,27,71,67
5314,Female,46,52,4
5315,Male,26,110,6
5316,Female,53,77,73
5317,Female,65,101,26
5318,Male,27,146,2
5319,Male,36,66,66
5320,Female,48,52,85
5321,Male,34,101,86
5322,Female,26,19,3
5323,Female,62,134,35
5324,Female,50,84,59
5325,Male,51,127,38
5326,Female,62,38,33
5327,Male,41,100,15
5328,Male,26,40,75
5329,Male,24,17,74
5330,Male,33,16,100
5331,Female,36,106,14
5332,Male,56,16,66
5333,Female,23,85,45
5334,Female,67,18,48
5335,Male,68,52,44
5336,Female,28,117,37
5337,Female,29,84,29
5338,Male,59,66,99
5339,Female,30,45,84
5340,Female,29,50,85
5341,Female,38,147,34
5342,Female,27,129,59
5343,Male,37,88,43
5344,Female,67,32,33
5345,Female,53,29,19
5346,Female,45,111,8
5347,Female,41,19,31
5348,Male,22,51,11
5349,Female,54,118,8
5350,Male,29,100,25
5351,Female,52,29,20
5352,Male,57,31,38
5353,Male,19,65,7
5354,Male,67,59,77
5355,Male,58,136,39
5356,Male,62,96,74
5357,Female,56,149,72
5358,Female,59,103,20
5359,Female,26,115,81
5360,Male,39,54,11
5361,Female,64,57,16
5362,Male,22,87,42
5363,Male,29,37,96
5364,Female,18,109,90
5365,Female,61,31,52
5366,Male,39,126,37
5367,Male,55,117,52
5368,Female,68,72,9
5369,Female,36,100,35
5370,Female,33,49,67
5371,Female,48,44,95
5372,Male,68,118,7
5373,Female,20,136,2
5374,Female,40,148,25
5375,Female,59,48,76
5376,Male,35,70,94
5377,Male,43,39,94
5378,Male,30,129,93
5379,Male,35,27,41
5380,Female,20,77,75
5381,Male,40,116,52
5382,Female,20,136,87
5383,Female,42,134,81
5384,Female,44,147,77
5385,Female,61,25,97
5386,Male,44,123,65
5387,Male,69,118,77
5388,Male,56,125,38
5389,Female,42,83,67
5390,Female,41,116,80
5391,Female,25,16,42
5392,Female,26,51,71
5393,Female,63,132,54
5394,Male,54,63,67
5395,Female,47,89,78
5396,Male,36,89,64
5397,Female,33,48,80
5398,Female,41,72,4
5399,Male,61,125,31
5400,Male,38,110,13
5401,Female,53,74,27
5402,Female,57,46,59
5403,Female,56,146,65
5404,Female,64,120,64
5405,Male,23,47,25
5406,Female,22,57,37
5407,Male,31,126,75
5408,Female,62,121,73
5409,Male,59,23,71
5410,Male,67,128,14
5411,Female,21,139,94
5412,Male,25,34,24
5413,Female,41,55,67
5414,Male,28,58,48
5415,Female,34,139,91
5416,Male,67,49,65
5417,Female,38,72,38
5418,Female,43,62,90
5419,Male,60,72,70
5420,Male,65,115,59
5421,Male,61,71,12
5422,Male,62,78,54
5423,Female,44,76,51
5424,Male,33,97,38
5425,Female,43,127,46
5426,Male,50,126,99
5427,Female,48,76,10
5428,Female,65,108,9
5429,Female,64,99,87
5430,Female,23,40,94
5431,Male,61,135,52
5432,Male,25,64,51
5433,Female,24,129,22
5434,Male,51,50,73
5435,Male,61,47,83
5436,Female,31,137,72
5437,Male,33,114,68
5438,Male,60,82,5
5439,Male,69,87,83
5440,Female,26,37,82
5441,Male,27,84,29
5442,Female,34,69,83
5443,Male,29,124,6
5444,Male,23,23,69
5445,Male,36,143,58
5446,Female,60,122,43
5447,Female,58,147,69
5448,Male,46,82,72
5449,Female,23,80,91
5450,Male,42,67,37
5451,Female,41,142,58
5452,Female,42,79,37
5453,Male,33,78,82
5454,Male,69,82,26
5455,Male,33,76,42
5456,Male,23,95,16
5457,Female,54,85,22
5458,Female,38,128,23
5459,Female,21,66,47
5460,Male,51,130,67
5461,Male,45,139,3
5462,Female,55,141,12
5463,Male,58,79,23
5464,Female,45,144,11
5465,Female,34,36,52
5466,Female,31,90,50
5467,Female,24,108,57
5468,Female,39,85,64
5469,Male,68,120,46
5470,Male,18,64,29
5471,Male,46,116,70
5472,Female,69,127,46
5473,Female,48,44,16
5474,Female,47,26,98
5475,Female,32,96,51
5476,Male,35,60,11
5477,Male,52,144,11
5478,Female,67,111,63
5479,Female,47,94,53
5480,Female,51,68,89
5481,Male,59,49,58
5482,Male,28,66,19
5483,Male,44,98,32
5484,Female,41,86,50
5485,Female,52,40,72
5486,Male,56,75,55
5487,Female,25,51,76
5488,Male,68,109,41
5489,Female,35,25,99
5490,Male,30,55,70
5491,Female,62,147,21
5492,Male,41,80,26
5493,Male,68,83,1
5494,Male,40,73,81
5495,Male,29,80,99
5496,Male,66,82,27
5497,Male,47,26,50
5498,Female,48,82,66
5499,Female,45,87,100
5500,Female,39,20,65
5501,Male,61,29,10
5502,Male,45,56,95
5503,Female,30,45,37
5504,Male,42,20,69
5505,Male,61,47,41
5506,Male,68,35,46
5507,Male,63,138,77
5508,Male,24,108,45
5509,Female,62,114,88
5510,Female,23,69,27
5511,Female,41,78,65
5512,Female,36,100,84
5513,Female,36,36,8
5514,Male,53,74,67
5515,Male,68,118,49
5516,Male,26,61,96
5517,Male,65,91,89
5518,Female,53,32,89
5519,Female,55,36,14
5520,Female,57,52,62
5521,Male,46,39,43
5522,Female,41,46,27
5523,Male,65,27,96
5524,Female,22,25,27
5525,Female,59,27,68
5526,Male,62,111,75
5527,Male,43,115,48
5528,Female,31,52,67
5529,Female,56,15,25
5530,Male,46,53,64
5531,Female,69,41,24
5532,Female,23,50,9
5533,Male,24,45,8
5534,Female,54,141,95
5535,Male,35,20,59
5536,Female,40,103,17
5537,Male,61,45,43
5538,Female,55,114,95
5539,Male,18,87,68
5540,Female,21,60,4
5541,Male,68,111,8
5542,Female,61,15,42
5543,Female,64,71,49
5544,Female,52,23,6
5545,Female,40,19,73
5546,Female,44,93,42
5547,Female,43,128,72
5548,Female,69,23,32
5549,Female,25,38,15
5550,Female,60,117,82
5551,Male,33,74,87
5552,Male,58,100,69
5553,Female,20,130,27
5554,Male,49,98,97
5555,Female,22,104,66
5556,Female,37,103,59
5557,Male,31,134,28
5558,Female,49,20,24
5559,Female,43,66,51
5560,Male,64,33,21
5561,Male,23,89,31
5562,Female,53,144,75
5563,Male,57,69,50
5564,Male,68,29,92
5565,Female,22,114,40
5566,Male,30,83,68
5567,Male,49,57,16
5568,Female,33,31,76
5569,Male,18,112,86
5570,Male,30,130,99
5571,Female,28,88,63
5572,Female,25,130,56
5573,Female,42,44,80
5574,Male,57,81,24
5575,Female,49,65,99
5576,Female,41,74,28
5577,Male,45,17,93
5578,Female,31,118,85
5579,Female,62,19,89
5580,Female,20,42,31
5581,Female,53,122,15
5582,Male,44,115,42
5583,Female,37,90,99
5584,Female,64,29,50
5585,Male,32,97,86
5586,Female,44,62,5
5587,Male,62,141,48
5588,Male,58,60,13
5589,Male,45,42,32
5590,Female,42,21,67
5591,Male,59,108,79
5592,Male,61,96,91
5593,Male,63,102,91
5594,Female,50,148,30
5595,Female,63,82,6
5596,Female,31,69,25
5597,Female,25,132,28
5598,Female,65,148,62
5599,Female,31,122,22
5600,Female,18,65,68
5601,Male,33,52,15
5602,Male,35,107,26
5603,Male,24,34,63
5604,Male,32,24,18
5605,Female,41,40,73
5606,Male,66,62,63
5607,Male,68,105,62
5608,Male,30,128,68
5609,Male,26,28,48
5610,Female,32,114,50
5611,Female,52,26,63
5612,Female,41,130,69
5613,Male,50,137,6
5614,Female,33,37,58
5615,Male,25,99,51
5616,Female,46,86,12
5617,Female,40,136,95
5618,Female,62,109,47
5619,Female,48,39,9
5620,Female,57,31,7
5621,Male,66,43,29
5622,Female,31,81,78
5623,Male,47,99,51
5624,Male,56,71,84
5625,Male,44,86,55
5626,Male,64,28,96
5627,Male,33,53,59
5628,Female,68,32,56
5629,Female,23,89,22
5630,Female,50,116,100
5631,Female,61,34,18
5632,Male,35,131,58
5633,Female,33,131,40
5634,Female,29,18,89
5635,Male,37,98,31
5636,Male,62,128,56
5637,Female,57,79,35
5638,Female,46,58,26
5639,Male,47,132,68
5640,Female,43,114,84
5641,Female,39,32,34
5642,Female,50,142,76
5643,Female,56,52,16
5644,Male,64,118,42
5645,Male,46,27,5
5646,Male,39,69,61
5647,Female,62,102,44
5648,Female,30,99,35
5649,Female,26,123,91
5650,Female,41,57,1
5651,Female,32,146,98
5652,Male,53,85,43
5653,Female,30,26,32
5654,Female,44,73,63
5655,Male,61,58,33
5656,Female,54,30,95
5657,Male,24,148,77
5658,Male,25,28,66
5659,Male,54,129,30
5660,Male,58,126,10
5661,Male,31,137,23
5662,Female,29,72,97
5663,Male,53,134,39
5664,Male,69,49,45
5665,Female,57,24,29
5666,Female,34,95,30
5667,Male,57,58,34
5668,Female,46,85,52
5669,Female,44,32,81
5670,Male,18,97,22
5671,Male,69,93,5
5672,Female,51,100,11
5673,Male,21,56,86
5674,Male,41,138,32
5675,Female,38,44,24
5676,Male,50,34,11
5677,Male,24,140,11
5678,Male,18,110,17
5679,Male,58,139,32
5680,Male,20,56,83
5681,Female,61,103,27
5682,Female,68,101,32
5683,Male,32,19,61
5684,Female,48,64,25
5685,Male,33,55,64
5686,Male,27,108,64
5687,Male,46,71,28
5688,Male,23,149,40
5689,Male,46,147,91
5690,Female,34,65,14
5691,Female,39,120,42
5692,Male,41,25,39
5693,Female,34,112,2
5694,Male,38,113,81
5695,Female,68,110,1
5696,Male,67,120,32
5697,Female,28,15,83
5698,Male,24,60,64
5699,Male,59,102,78
5700,Female,56,36,31
5701,Female,22,17,58
5702,Male,61,144,82
5703,Female,65,75,78
5704,Male,38,52,14
5705,Female,35,60,88
5706,Female,52,148,69
5707,Male,37,55,16
5708,Female,32,124,69
5709,Female,22,55,54
5710,Male,30,71,13
5711,Female,68,137,80
5712,Male,29,100,79
5713,Male,38,77,31
5714,Male,54,53,69
5715,Male,23,41,21
5716,Male,24,95,30
5717,Female,43,121,23
5718,Male,59,50,38
5719,Male,65,99,29
5720,Female,25,42,77
5721,Female,26,30,32
5722,Female,44,49,62
5723,Male,21,113,91
5724,Male,38,136,98
5725,Male,48,37,45
5726,Female,38,133,49
5727,Male,57,77,33
5728,Female,42,84,4
5729,Male,56,94,18
5730,Female,32,73,70
5731,Male,52,31,64
5732,Male,66,53,28
5733,Male,60,91,58
5734,Female,58,106,91
5735,Female,54,38,90
5736,Male,59,102,56
5737,Male,64,58,20
5738,Male,45,50,77
5739,Female,31,113,92
5740,Male,21,84,34
5741,Male,37,136,87
5742,Male,51,138,10
5743,Male,29,94,94
5744,Female,50,59,22
5745,Female,41,45,5
5746,Male,37,99,44
5747,Male,22,59,9
5748,Female,55,129,43
5749,Female,47,81,4
5750,Male,41,90,42
5751,Female,60,54,65
5752,Female,57,55,98
5753,Male,24,134,41
5754,Female,53,95,64
5755,Female,55,52,55
5756,Male,33,114,90
5757,Male,69,71,18
5758,Female,32,80,16
5759,Male,63,44,87
5760,Female,40,24,46
5761,Male,29,75,36
5762,Female,46,50,90
5763,Male,61,68,66
5764,Female,65,111,44
5765,Female,32,18,5
5766,Female,46,68,29
5767,Male,62,125,4
5768,Male,60,105,99
5769,Female,66,103,86
5770,Female,38,78,49
5771,Male,32,133,72
5772,Male,31,106,85
5773,Male,59,95,8
5774,Male,61,73,52
5775,Male,33,58,69
5776,Male,32,90,21
5777,Female,59,115,27
5778,Male,21,139,38
5779,Female,44,30,5
5780,Male,40,69,85
5781,Male,46,109,61
5782,Female,58,93,8
5783,Female,69,91,86
5784,Male,26,54,18
5785,Female,69,35,4
5786,Female,60,80,4
5787,Female,60,24,37
5788,Female,24,146,15
5789,Male,59,57,38
5790,Female,21,119,27
5791,Male,22,77,85
5792,Male,22,96,48
5793,Male,28,65,46
5794,Male,58,70,46
5795,Female,45,48,48
5796,Female,33,73,59
5797,Male,58,144,4
5798,Male,47,144,75
5799,Male,21,132,19
5800,Male,19,142,57
5801,Female,63,31,19
5802,Male,20,96,91
5803,Female,67,28,42
5804,Male,38,95,92
5805,Male,23,137,5
5806,Male,60,30,48
5807,Male,35,46,25
5808,Female,61,37,67
5809,Female,22,116,26
5810,Female,26,112,74
5811,Male,37,118,88
5812,Male,45,140,62
5813,Female,43,82,93
5814,Female,35,78,7
5815,Male,36,85,44
5816,Male,20,32,87
5817,Female,26,127,27
5818,Male,53,139,42
5819,Male,48,141,73
5820,Female,66,75,56
5821,Male,34,89,3
5822,Female,40,121,13
5823,Male,51,95,70
5824,Female,58,120,59
5825,Male,58,42,38
5826,Female,22,22,85
5827,Female,32,105,83
5828,Female,64,135,89
5829,Female,20,80,68
5830,Male,36,109,86
5831,Male,45,78,69
5832,Female,20,79,1
5833,Male,55,139,50
5834,Male,21,28,81
5835,Male,41,39,73
5836,Male,48,114,9
5837,Male,62,119,53
5838,Female,62,145,88
5839,Female,28,147,10
5840,Female,54,79,84
5841,Female,18,33,81
5842,Male,26,120,77
5843,Male,34,68,29
5844,Female,18,118,36
5845,Male,20,29,87
5846,Male,64,62,27
5847,Female,43,48,18
5848,Male,48,113,18
5849,Female,43,33,9
5850,Female,40,84,67
5851,Male,47,129,7
5852,Male,27,110,58
5853,Female,25,89,79
5854,Female,61,50,30
5855,Male,42,77,73
5856,Female,39,107,61
5857,Female,32,19,91
5858,Female,58,39,100
5859,Male,27,112,82
5860,Female,37,26,95
5861,Male,58,98,17
5862,Female,64,43,53
5863,Male,40,123,6
5864,Female,18,41,39
5865,Male,19,69,25
5866,Male,36,147,42
5867,Male,31,66,42
5868,Female,25,27,59
5869,Female,55,56,38
5870,Female,29,93,31
5871,Male,43,32,29
5872,Female,44,64,9
5873,Male,46,16,1
5874,Female,32,101,80
5875,Male,63,121,87
5876,Male,18,61,72
5877,Male,60,103,47
5878,Female,45,26,76
5879,Female,20,27,10
5880,Female,68,73,16
5881,Male,35,57,47
5882,Male,69,88,43
5883,Female,51,37,24
5884,Female,49,93,8
5885,Female,46,37,75
5886,Male,42,115,26
5887,Male,43,123,7
5888,Male,56,125,79
5889,Male,25,31,15
5890,Male,36,100,48
5891,Female,64,53,3
5892,Male,59,55,16
5893,Male,39,62,79
5894,Male,46,91,89
5895,Male,50,15,97
5896,Male,55,131,14
5897,Female,62,33,88
5898,Male,63,73,75
5899,Male,52,121,3
5900,Male,60,42,73
5901,Female,20,48,70
5902,Female,36,53,31
5903,Female,27,140,80
5904,Male,44,97,75
5905,Female,32,120,17
5906,Male,28,124,49
5907,Male,64,135,3
5908,Female,43,121,83
5909,Male,41,145,88
5910,Male,30,37,55
5911,Male,49,85,72
5912,Female,54,121,100
5913,Male,21,60,40
5914,Male,30,84,66
5915,Female,26,45,87
5916,Male,66,107,40
5917,Male,51,132,30
5918,Female,54,95,25
5919,Male,65,74,7
5920,Male,24,90,92
5921,Male,18,77,50
5922,Male,29,114,81
5923,Male,38,62,96
5924,Female,28,88,1
5925,Female,61,72,91
5926,Female,68,44,44
5927,Female,61,24,100
5928,Male,61,53,49
5929,Male,31,69,7
5930,Male,51,42,3
5931,Male,51,132,94
5932,Male,42,128,1
5933,Female,21,89,51
5934,Female,69,79,98
5935,Male,43,95,38
5936,Male,33,114,43
5937,Male,27,114,55
5938,Female,62,60,57
5939,Male,19,74,53
5940,Male,52,111,100
5941,Male,36,17,33
5942,Female,23,128,80
5943,Male,36,130,62
5944,Female,69,72,11
5945,Female,68,84,72
5946,Female,25,107,52
5947,Female,31,119,1
5948,Female,27,63,14
5949,Female,20,97,94
5950,Male,55,31,85
5951,Male,46,68,21
5952,Male,32,126,34
5953,Female,40,63,90
5954,Male,40,99,14
5955,Female,35,26,40
5956,Female,63,140,35
5957,Female,36,112,42
5958,Male,45,62,82
5959,Female,43,42,20
5960,Female,27,94,60
5961,Male,64,24,9
5962,Male,21,66,33
5963,Female,19,146,49
5964,Female,20,104,68
5965,Male,24,76,4
5966,Male,33,121,48
5967,Male,48,146,16
5968,Female,27,55,47
5969,Male,36,113,26
5970,Male,45,69,70
5971,Male,34,42,37
5972,Female,45,115,22
5973,Male,36,61,7
5974,Male,54,144,42
5975,Male,40,131,30
5976,Male,37,122,74
5977,Male,30,83,79
5978,Female,30,42,6
5979,Female,60,93,24
5980,Female,28,28,66
5981,Male,65,60,40
5982,Female,32,30,15
5983,Female,34,95,53
5984,Female,67,72,85
5985,Male,45,62,82
5986,Male,36,63,5
5987,Female,21,103,89
5988,Female,39,144,36
5989,Male,39,28,74
5990,Male,54,117,46
5991,Female,56,135,23
5992,Male,51,137,88
5993,Female,50,84,45
5994,Male,61,117,10
5995,Female,59,116,54
5996,Female,57,78,70
5997,Male,50,32,77
5998,Female,29,77,85
5999,Female,19,63,32
6000,Female,45,70,43
6001,Male,27,105,15
6002,Male,39,72,66
6003,Male,34,69,15
6004,Female,43,99,81
6005,Male,20,33,20
6006,Female,24,117,50
6007,Female,61,126,6
6008,Male,25,122,79
6009,Male,37,61,17
6010,Female,29,121,26
6011,Female,52,98,22
6012,Male,34,142,73
6013,Male,45,72,64
6014,Male,58,111,76
6015,Female,27,61,86
6016,Female,39,117,58
6017,Female,55,98,87
6018,Female,50,63,37
6019,Female,39,145,78
6020,Male,61,126,88
6021,Male,54,74,72
6022,Female,30,80,90
6023,Female,44,101,96
6024,Male,32,140,28
6025,Male,39,40,96
6026,Male,47,85,86
6027,Male,60,88,49
6028,Female,57,61,73
6029,Male,54,90,67
6030,Female,51,110,89
6031,Male,61,45,76
6032,Male,51,36,93
6033,Male,65,31,67
6034,Female,52,112,41
6035,Female,59,63,46
6036,Male,36,101,87
6037,Female,25,52,87
6038,Female,56,67,55
6039,Male,50,42,82
6040,Male,61,91,11
6041,Female,45,32,100
6042,Female,54,64,26
6043,Female,65,103,72
6044,Male,42,59,92
6045,Male,53,141,82
6046,Female,34,107,13
6047,Male,41,35,36
6048,Male,38,90,64
6049,Female,19,105,51
6050,Female,48,110,76
6051,Male,61,110,22
6052,Male,50,89,60
6053,Female,47,124,2
6054,Male,29,96,56
6055,Male,61,142,40
6056,Female,29,117,28
6057,Female,68,147,77
6058,Male,66,49,97
6059,Male,69,126,3
6060,Male,41,101,63
6061,Female,41,133,98
6062,Male,28,112,23
6063,Male,30,95,55
6064,Female,44,96,32
6065,Female,25,40,84
6066,Male,27,17,28
6067,Female,25,73,8
6068,Female,37,130,3
6069,Male,25,145,94
6070,Female,26,144,89
6071,Female,24,50,53
6072,Male,31,100,94
6073,Female,45,112,29
6074,Male,19,138,94
6075,Male,60,87,98
6076,Female,25,124,89
6077,Female,30,136,81
6078,Female,38,144,59
6079,Male,64,41,24
6080,Female,45,82,38
6081,Male,52,28,28
6082,Female,40,112,97
6083,Female,63,37,62
6084,Female,32,129,100
6085,Male,19,126,51
6086,Female,68,110,7
6087,Female,29,92,23
6088,Male,69,75,46
6089,Male,53,99,90
6090,Female,20,85,78
6091,Female,22,99,28
6092,Female,20,64,24
6093,Male,64,29,7
6094,Male,36,48,100
6095,Male,19,49,79
6096,Male,61,53,49
6097,Female,54,147,3
6098,Male,34,44,2
6099,Male,31,146,7
6100,Male,45,117,80
6101,Female,44,88,21
6102,Female,27,69,9
6103,Male,20,74,12
6104,Male,53,38,93
6105,Female,55,36,24
6106,Female,42,46,33
6107,Female,39,109,78
6108,Female,65,97,43
6109,Female,56,17,82
6110,Female,64,84,5
6111,Female,47,144,79
6112,Female,38,102,71
6113,Male,47,123,89
6114,Male,45,73,14
6115,Male,48,91,36
6116,Male,69,28,35
6117,Male,43,65,50
6118,Male,60,92,88
6119,Female,39,94,79
6120,Female,38,24,11
6121,Male,18,94,24
6122,Male,54,138,75
6123,Female,30,48,44
6124,Female,38,135,51
6125,Female,63,94,17
6126,Male,26,67,70
6127,Female,34,32,85
6128,Male,64,116,8
6129,Male,38,149,79
6130,Female,48,112,96
6131,Female,56,59,74
6132,Male,39,49,28
6133,Female,29,128,79
6134,Female,23,35,12
6135,Male,33,110,43
6136,Female,43,58,82
6137,Male,22,94,37
6138,Male,26,70,88
6139,Female,63,69,63
6140,Male,57,57,93
6141,Male,31,64,63
6142,Female,61,20,10
6143,Female,59,76,78
6144,Female,47,69,80
6145,Male,69,130,37
6146,Male,69,45,11
6147,Female,43,88,90
6148,Male,62,48,19
6149,Female,46,24,52
6150,Female,36,66,18
6151,Male,64,92,94
6152,Female,25,17,32
6153,Male,40,149,23
6154,Male,59,18,12
6155,Female,52,62,58
6156,Male,48,88,77
6157,Female,52,93,21
6158,Male,49,18,21
6159,Male,22,18,93
6160,Male,33,134,93
6161,Female,34,133,91
6162,Male,49,31,29
6163,Female,55,110,79
6164,Male,49,84,47
6165,Male,69,111,12
6166,Female,37,22,58
6167,Female,65,128,41
6168,Female,19,19,19
6169,Female,37,61,12
6170,Female,64,54,23
6171,Male,35,136,5
6172,Male,18,149,26
6173,Female,46,108,63
6174,Male,46,42,52
6175,Male,36,91,10
6176,Male,61,63,86
6177,Female,57,100,39
6178,Male,23,68,23
6179,Male,61,32,11
6180,Male,56,41,92
6181,Female,67,86,95
6182,Male,63,148,72
6183,Male,25,136,48
6184,Female,41,119,92
6185,Female,37,83,16
6186,Male,31,85,46
6187,Male,22,131,47
6188,Female,58,46,95
6189,Female,57,123,48
6190,Female,51,111,80
6191,Female,33,15,69
6192,Female,62,122,99
6193,Female,24,128,25
6194,Female,33,55,77
6195,Male,24,22,93
6196,Female,44,44,91
6197,Female,31,60,81
6198,Male,31,119,37
6199,Female,61,110,63
6200,Female,50,75,29
6201,Male,50,103,58
6202,Female,61,140,98
6203,Male,37,75,94
6204,Male,64,134,31
6205,Male,53,135,86
6206,Male,24,62,89
6207,Female,49,73,68
6208,Male,65,25,99
6209,Male,20,39,41
6210,Female,56,60,50
6211,Male,46,68,44
6212,Male,41,48,9
6213,Male,39,98,59
6214,Male,23,149,90
6215,Female,65,76,91
6216,Male,41,71,27
6217,Female,57,107,82
6218,Female,40,130,94
6219,Male,55,90,59
6220,Male,27,147,95
6221,Male,33,90,3
6222,Male,28,51,93
6223,Female,49,44,7
6224,Female,62,56,82
6225,Female,23,75,16
6226,Male,41,62,49
6227,Female,50,98,32
6228,Male,68,107,89
6229,Male,29,82,44
6230,Male,44,60,96
6231,Male,55,127,19
6232,Male,35,42,3
6233,Female,62,91,60
6234,Female,56,135,35
6235,Male,30,17,29
6236,Female,57,51,75
6237,Male,47,106,70
6238,Male,66,97,83
6239,Male,58,31,45
6240,Female,69,135,27
6241,Male,30,101,69
6242,Male,51,54,90
6243,Female,53,87,35
6244,Female,47,43,19
6245,Female,42,56,17
6246,Male,19,43,35
6247,Male,53,80,77
6248,Female,35,138,78
6249,Male,22,134,30
6250,Female,36,123,48
6251,Female,59,106,57
6252,Male,35,126,17
6253,Male,49,66,15
6254,Female,38,74,82
6255,Female,27,108,14
6256,Female,54,112,14
6257,Female,66,28,45
6258,Male,39,65,97
6259,Female,30,38,38
6260,Female,34,121,63
6261,Female,26,87,75
6262,Male,41,98,11
6263,Male,61,75,48
6264,Female,31,120,26
6265,Male,63,108,67
6266,Male,25,77,25
6267,Male,54,109,81
6268,Female,36,49,61
6269,Female,45,81,86
6270,Male,63,70,93
6271,Female,58,54,26
6272,Female,47,148,34
6273,Male,24,143,90
6274,Male,43,38,9
6275,Female,57,116,40
6276,Male,63,129,75
